Date,SPY
2000-04-07,95.6391830444336
2000-04-10,95.26425170898438
2000-04-11,94.98785400390625
2000-04-12,92.38275146484375
2000-04-13,91.09994506835938
2000-04-14,85.88972473144531
2000-04-17,88.88954162597656
2000-04-18,91.23808288574219
2000-04-19,90.3894271850586
2000-04-20,90.82363891601562
2000-04-24,89.83688354492188
2000-04-25,93.56690216064453
2000-04-26,92.51103973388672
2000-04-27,92.20513916015625
2000-04-28,91.63277435302734
2000-05-01,92.87615203857422
2000-05-02,91.02103424072266
2000-05-03,88.88954162597656
2000-05-04,89.5605697631836
2000-05-05,90.64603424072266
2000-05-08,89.96517181396484
2000-05-09,89.24479675292969
2000-05-10,87.23175048828125
2000-05-11,89.22504425048828
2000-05-12,90.19210052490234
2000-05-15,91.7511978149414
2000-05-16,92.63933563232422
2000-05-17,91.67223358154297
2000-05-18,90.5473403930664
2000-05-19,89.1263656616211
2000-05-22,88.45536041259766
2000-05-23,87.15277862548828
2000-05-24,88.57381439208984
2000-05-25,87.05410766601562
2000-05-26,87.15277862548828
2000-05-30,89.99475860595703
2000-05-31,90.19210052490234
2000-06-01,91.7709732055664
2000-06-02,93.36951446533203
2000-06-05,92.9156723022461
2000-06-06,92.5011978149414
2000-06-07,93.14253234863281
2000-06-08,92.77750396728516
2000-06-09,92.58016204833984
2000-06-12,91.49462890625
2000-06-13,93.21170043945312
2000-06-14,93.36951446533203
2000-06-15,93.56690216064453
2000-06-16,92.79811096191406
2000-06-19,93.9850082397461
2000-06-20,93.64869689941406
2000-06-21,93.60914611816406
2000-06-22,92.18485260009766
2000-06-23,91.39358520507812
2000-06-26,92.57058715820312
2000-06-27,91.88806915283203
2000-06-28,92.14529418945312
2000-06-29,91.27490234375
2000-06-30,91.96722412109375
2000-07-03,93.23330688476562
2000-07-05,91.55184173583984
2000-07-06,92.26399993896484
2000-07-07,93.7476806640625
2000-07-10,93.58937072753906
2000-07-11,93.78721618652344
2000-07-12,94.40048217773438
2000-07-13,94.81588745117188
2000-07-14,95.74561309814453
2000-07-17,95.58738708496094
2000-07-18,94.80595397949219
2000-07-19,94.04439544677734
2000-07-20,95.34996032714844
2000-07-21,93.49044036865234
2000-07-24,92.95635223388672
2000-07-25,93.25310516357422
2000-07-26,92.34307098388672
2000-07-27,92.0265884399414
2000-07-28,89.94944763183594
2000-07-31,90.52315521240234
2000-08-01,91.0770492553711
2000-08-02,91.53205108642578
2000-08-03,92.1650390625
2000-08-04,92.65967559814453
2000-08-07,93.76744842529297
2000-08-08,94.12350463867188
2000-08-09,93.33226776123047
2000-08-10,92.87721252441406
2000-08-11,93.31243133544922
2000-08-14,94.49938201904297
2000-08-15,94.42022705078125
2000-08-16,94.08397674560547
2000-08-17,95.07307434082031
2000-08-18,94.75656127929688
2000-08-21,95.27086639404297
2000-08-22,95.11260986328125
2000-08-23,95.48851776123047
2000-08-24,95.78527069091797
2000-08-25,95.74561309814453
2000-08-28,96.07205200195312
2000-08-29,96.09181213378906
2000-08-30,95.17198181152344
2000-08-31,96.43804931640625
2000-09-01,96.53694152832031
2000-09-05,95.76538848876953
2000-09-06,94.67742156982422
2000-09-07,95.48851776123047
2000-09-08,94.83565521240234
2000-09-11,94.69717407226562
2000-09-12,94.0048599243164
2000-09-13,94.25205993652344
2000-09-14,94.72686767578125
2000-09-15,92.65442657470703
2000-09-18,91.80166625976562
2000-09-19,92.63460540771484
2000-09-20,91.95038604736328
2000-09-21,90.55226135253906
2000-09-22,92.19828033447266
2000-09-25,91.54385375976562
2000-09-26,90.373779296875
2000-09-27,90.84972381591797
2000-09-28,92.0197982788086
2000-09-29,91.14720153808594
2000-10-02,91.2860336303711
2000-10-03,90.43327331542969
2000-10-04,91.18692016601562
2000-10-05,91.50421142578125
2000-10-06,89.52098083496094
2000-10-09,88.84672546386719
2000-10-10,87.379150390625
2000-10-11,86.6453628540039
2000-10-12,84.48371124267578
2000-10-13,87.29984283447266
2000-10-16,87.69646453857422
2000-10-17,85.51496124267578
2000-10-18,85.19763946533203
2000-10-19,88.41043853759766
2000-10-20,88.7872314453125
2000-10-23,89.18385314941406
2000-10-24,88.5888671875
2000-10-25,86.50655364990234
2000-10-26,86.74449157714844
2000-10-27,88.3906021118164
2000-10-30,89.18385314941406
2000-10-31,90.7208251953125
2000-11-01,90.41340637207031
2000-11-02,90.56216430664062
2000-11-03,90.61176300048828
2000-11-06,91.24638366699219
2000-11-07,91.22651672363281
2000-11-08,89.20365905761719
2000-11-09,88.86656951904297
2000-11-10,86.70487976074219
2000-11-13,86.03057861328125
2000-11-14,88.29143524169922
2000-11-15,88.56909942626953
2000-11-16,87.1808090209961
2000-11-17,86.7148208618164
2000-11-20,85.47531127929688
2000-11-21,85.91159057617188
2000-11-22,83.8590316772461
2000-11-24,85.57444763183594
2000-11-27,86.32808685302734
2000-11-28,84.8406753540039
2000-11-29,84.68202209472656
2000-11-30,83.94823455810547
2000-12-01,83.9085693359375
2000-12-04,84.62255096435547
2000-12-05,87.39900970458984
2000-12-06,86.00082397460938
2000-12-07,84.82083892822266
2000-12-08,85.01914978027344
2000-12-11,87.97415161132812
2000-12-12,87.59732055664062
2000-12-13,86.39746856689453
2000-12-14,85.29679870605469
2000-12-15,83.37025451660156
2000-12-18,84.48422241210938
2000-12-19,82.76351928710938
2000-12-20,80.36647033691406
2000-12-21,80.92346954345703
2000-12-22,83.35037994384766
2000-12-26,84.24555206298828
2000-12-27,84.86219024658203
2000-12-28,85.12081146240234
2000-12-29,83.50951385498047
2001-01-02,81.99767303466797
2001-01-03,85.93637084960938
2001-01-04,85.01141357421875
2001-01-05,82.2363510131836
2001-01-08,82.87290954589844
2001-01-09,82.65406799316406
2001-01-10,84.10625457763672
2001-01-11,84.1858139038086
2001-01-12,84.02667999267578
2001-01-16,84.56383514404297
2001-01-17,84.95174407958984
2001-01-18,85.79715728759766
2001-01-19,85.30978393554688
2001-01-22,85.87673950195312
2001-01-23,86.55304718017578
2001-01-24,86.81172180175781
2001-01-25,86.59285736083984
2001-01-26,86.4933853149414
2001-01-29,86.95492553710938
2001-01-30,87.71878814697266
2001-01-31,87.2222671508789
2001-02-01,87.80157470703125
2001-02-02,85.80906677246094
2001-02-05,86.43927001953125
2001-02-06,86.18470001220703
2001-02-07,85.73905181884766
2001-02-08,84.73965454101562
2001-02-09,83.92487335205078
2001-02-12,84.88607788085938
2001-02-13,84.19220733642578
2001-02-14,84.06488800048828
2001-02-15,84.87968444824219
2001-02-16,83.00820922851562
2001-02-20,81.72871398925781
2001-02-21,79.96541595458984
2001-02-22,80.08635711669922
2001-02-23,79.54529571533203
2001-02-26,81.23856353759766
2001-02-27,80.4874038696289
2001-02-28,78.90235137939453
2001-03-01,79.3161392211914
2001-03-02,78.6859359741211
2001-03-05,79.40526580810547
2001-03-06,80.25823211669922
2001-03-07,80.83116912841797
2001-03-08,80.9202651977539
2001-03-09,78.52677917480469
2001-03-12,75.16570281982422
2001-03-13,76.4006118774414
2001-03-14,74.89197540283203
2001-03-15,74.9111099243164
2001-03-16,73.4085464477539
2001-03-19,74.90213775634766
2001-03-20,72.8915786743164
2001-03-21,71.65330505371094
2001-03-22,70.9256362915039
2001-03-23,73.07027435302734
2001-03-26,74.00216674804688
2001-03-27,75.51487731933594
2001-03-28,73.4277114868164
2001-03-29,73.70858001708984
2001-03-30,74.48088073730469
2001-04-02,72.8915786743164
2001-04-03,70.459716796875
2001-04-04,70.75333404541016
2001-04-05,73.43412017822266
2001-04-06,72.3171157836914
2001-04-09,73.12134552001953
2001-04-10,74.45537567138672
2001-04-11,74.50640106201172
2001-04-12,75.85956573486328
2001-04-16,75.06170654296875
2001-04-17,76.1212387084961
2001-04-18,79.14669799804688
2001-04-19,80.19987487792969
2001-04-20,79.46586608886719
2001-04-23,78.0233154296875
2001-04-24,77.60208892822266
2001-04-25,78.61693572998047
2001-04-26,78.9679946899414
2001-04-27,80.2828369140625
2001-04-30,80.84451293945312
2001-05-01,81.09346771240234
2001-05-02,80.94664001464844
2001-05-03,79.91902923583984
2001-05-04,81.27857208251953
2001-05-07,80.5764389038086
2001-05-08,80.53813934326172
2001-05-09,80.19987487792969
2001-05-10,80.43604278564453
2001-05-11,79.8807373046875
2001-05-14,80.04026794433594
2001-05-15,80.41050720214844
2001-05-16,82.30619049072266
2001-05-17,82.43384552001953
2001-05-18,82.81043243408203
2001-05-21,84.02954864501953
2001-05-22,83.9209976196289
2001-05-23,82.49767303466797
2001-05-24,82.7402114868164
2001-05-25,81.763671875
2001-05-29,81.11261749267578
2001-05-30,79.97648620605469
2001-05-31,80.39136505126953
2001-06-01,80.88921356201172
2001-06-04,81.27857208251953
2001-06-05,82.21045684814453
2001-06-06,81.52752685546875
2001-06-07,81.82109069824219
2001-06-08,81.06150817871094
2001-06-11,80.48709106445312
2001-06-12,80.34667205810547
2001-06-13,79.65734100341797
2001-06-14,77.8701400756836
2001-06-15,77.99560546875
2001-06-18,77.61795043945312
2001-06-19,77.95721435546875
2001-06-20,78.36680603027344
2001-06-21,79.2566146850586
2001-06-22,78.63570404052734
2001-06-25,77.91240692138672
2001-06-26,77.8036117553711
2001-06-27,77.75877380371094
2001-06-28,78.1876220703125
2001-06-29,78.47567749023438
2001-07-02,79.45503997802734
2001-07-03,79.4358139038086
2001-07-05,77.88678741455078
2001-07-06,76.20333862304688
2001-07-09,76.619384765625
2001-07-10,75.69766235351562
2001-07-11,75.77446746826172
2001-07-12,77.57313537597656
2001-07-13,78.2452392578125
2001-07-16,77.26590728759766
2001-07-17,77.98920440673828
2001-07-18,77.45793914794922
2001-07-19,78.13640594482422
2001-07-20,77.66913604736328
2001-07-23,76.13936614990234
2001-07-24,75.40322875976562
2001-07-25,76.23533630371094
2001-07-26,77.03549194335938
2001-07-27,77.32988739013672
2001-07-30,77.35552215576172
2001-07-31,77.6755599975586
2001-08-01,78.16204071044922
2001-08-02,78.48208618164062
2001-08-03,78.05321502685547
2001-08-06,77.0034408569336
2001-08-07,77.30429077148438
2001-08-08,75.8704605102539
2001-08-09,76.09452056884766
2001-08-10,76.35697937011719
2001-08-13,76.37614440917969
2001-08-14,76.34415435791016
2001-08-15,75.68487548828125
2001-08-16,75.94729614257812
2001-08-17,74.73112487792969
2001-08-20,75.42241668701172
2001-08-21,74.13584899902344
2001-08-22,74.90394592285156
2001-08-23,74.63510131835938
2001-08-24,76.18411254882812
2001-08-27,75.72965240478516
2001-08-28,74.622314453125
2001-08-29,73.95660400390625
2001-08-30,72.53559875488281
2001-08-31,73.06689453125
2001-09-04,72.59960174560547
2001-09-05,72.7788314819336
2001-09-06,70.90333557128906
2001-09-07,69.59115600585938
2001-09-10,70.44248962402344
2001-09-17,66.76192474365234
2001-09-18,66.60189056396484
2001-09-19,65.25769805908203
2001-09-20,63.18377685546875
2001-09-21,62.50209045410156
2001-09-24,64.69947052001953
2001-09-25,65.37405395507812
2001-09-26,65.14279174804688
2001-09-27,65.7081298828125
2001-09-28,67.10240173339844
2001-10-01,66.9931411743164
2001-10-02,67.83483123779297
2001-10-03,68.9720687866211
2001-10-04,69.0298843383789
2001-10-05,68.89494323730469
2001-10-08,68.44518280029297
2001-10-09,68.0789566040039
2001-10-10,69.59527587890625
2001-10-11,70.67469787597656
2001-10-12,70.3534164428711
2001-10-15,70.22492980957031
2001-10-16,70.6682357788086
2001-10-17,69.16480255126953
2001-10-18,69.01705932617188
2001-10-19,68.9720687866211
2001-10-22,70.3341293334961
2001-10-23,69.97439575195312
2001-10-24,69.78804016113281
2001-10-25,71.04087829589844
2001-10-26,70.8802719116211
2001-10-29,69.03629302978516
2001-10-30,68.20747375488281
2001-10-31,67.9761734008789
2001-11-01,69.71733856201172
2001-11-02,70.19282531738281
2001-11-05,71.11161041259766
2001-11-06,72.2166976928711
2001-11-07,72.12028503417969
2001-11-08,72.34518432617188
2001-11-09,72.4222412109375
2001-11-12,71.97891998291016
2001-11-13,73.59803771972656
2001-11-14,73.66868591308594
2001-11-15,73.80363464355469
2001-11-16,73.47599029541016
2001-11-19,74.38189697265625
2001-11-20,73.7586441040039
2001-11-21,73.27035522460938
2001-11-23,74.32408142089844
2001-11-26,74.48468017578125
2001-11-27,74.1634292602539
2001-11-28,72.82061004638672
2001-11-29,73.80363464355469
2001-11-30,73.27680206298828
2001-12-03,72.83988189697266
2001-12-04,74.07345581054688
2001-12-05,75.42913055419922
2001-12-06,75.3906021118164
2001-12-07,74.88941955566406
2001-12-10,73.4887924194336
2001-12-11,73.34105682373047
2001-12-12,73.4245834350586
2001-12-13,71.99824523925781
2001-12-14,72.68567657470703
2001-12-17,73.43742370605469
2001-12-18,73.87433624267578
2001-12-19,74.39472198486328
2001-12-20,73.66230773925781
2001-12-21,74.10904693603516
2001-12-24,73.96720886230469
2001-12-26,74.3734130859375
2001-12-27,74.82470703125
2001-12-28,74.78601837158203
2001-12-31,73.69001770019531
2002-01-02,74.48296356201172
2002-01-03,75.32757568359375
2002-01-04,75.83043670654297
2002-01-07,75.29533386230469
2002-01-08,75.1212387084961
2002-01-09,74.50880432128906
2002-01-10,74.83758544921875
2002-01-11,74.10260009765625
2002-01-14,73.6384506225586
2002-01-15,74.23800659179688
2002-01-16,72.7358169555664
2002-01-17,73.28386688232422
2002-01-18,72.94859313964844
2002-01-22,72.44569396972656
2002-01-23,73.00016784667969
2002-01-24,73.22582244873047
2002-01-25,73.20648193359375
2002-01-28,73.40635681152344
2002-01-29,71.0982437133789
2002-01-30,72.1233901977539
2002-01-31,72.96794891357422
2002-02-01,72.62625885009766
2002-02-04,70.82105255126953
2002-02-05,70.38262176513672
2002-02-06,70.07958984375
2002-02-07,69.64124298095703
2002-02-08,70.97576141357422
2002-02-11,71.84617614746094
2002-02-12,71.62049102783203
2002-02-13,72.38126373291016
2002-02-14,72.24586486816406
2002-02-15,71.49156188964844
2002-02-19,70.11833953857422
2002-02-20,71.29814147949219
2002-02-21,69.8217544555664
2002-02-22,70.68566131591797
2002-02-25,71.85256958007812
2002-02-26,71.70431518554688
2002-02-27,71.98151397705078
2002-02-28,71.65917205810547
2002-03-01,73.3290023803711
2002-03-04,74.6248550415039
2002-03-05,74.38629150390625
2002-03-06,75.26953125
2002-03-07,75.10836029052734
2002-03-08,75.42424774169922
2002-03-11,75.5854721069336
2002-03-12,75.54032135009766
2002-03-13,74.81179809570312
2002-03-14,74.70864868164062
2002-03-15,75.42050170898438
2002-03-18,75.4334487915039
2002-03-19,75.93772888183594
2002-03-20,74.50885772705078
2002-03-21,74.54120635986328
2002-03-22,74.37952423095703
2002-03-25,73.45494842529297
2002-03-26,73.88169860839844
2002-03-27,74.0756607055664
2002-03-28,74.04335021972656
2002-04-01,74.0756607055664
2002-04-02,73.66835021972656
2002-04-03,73.15106964111328
2002-04-04,72.84719848632812
2002-04-05,72.86015319824219
2002-04-08,73.01530456542969
2002-04-09,72.50456237792969
2002-04-10,73.3256607055664
2002-04-11,71.50234985351562
2002-04-12,72.03904724121094
2002-04-15,71.48944854736328
2002-04-16,73.18987274169922
2002-04-17,73.03470611572266
2002-04-18,72.71788024902344
2002-04-19,72.98297882080078
2002-04-22,71.76746368408203
2002-04-23,71.45711517333984
2002-04-24,70.73945617675781
2002-04-25,70.77824401855469
2002-04-26,69.43339538574219
2002-04-29,69.09073638916016
2002-04-30,69.73727416992188
2002-05-01,70.59075164794922
2002-05-02,70.31916046142578
2002-05-03,69.5562515258789
2002-05-06,68.19203186035156
2002-05-07,67.95278930664062
2002-05-08,70.4808578491211
2002-05-09,69.66617584228516
2002-05-10,68.35366821289062
2002-05-13,69.74376678466797
2002-05-14,71.26315307617188
2002-05-15,70.9851303100586
2002-05-16,71.35367584228516
2002-05-17,71.70281982421875
2002-05-20,70.92694854736328
2002-05-21,70.28038024902344
2002-05-22,70.435546875
2002-05-23,71.18560028076172
2002-05-24,70.2739486694336
2002-05-28,69.8924560546875
2002-05-29,69.37521362304688
2002-05-30,69.18123626708984
2002-05-31,69.323486328125
2002-06-03,67.4808120727539
2002-06-04,67.64894104003906
2002-06-05,68.28253936767578
2002-06-06,66.8924560546875
2002-06-07,66.81487274169922
2002-06-10,67.073486328125
2002-06-11,65.92262268066406
2002-06-12,66.323486328125
2002-06-13,65.65754699707031
2002-06-14,65.5605697631836
2002-06-17,67.31916809082031
2002-06-18,67.86875915527344
2002-06-19,66.28467559814453
2002-06-20,65.4377212524414
2002-06-21,64.4145278930664
2002-06-24,64.75193786621094
2002-06-25,63.298580169677734
2002-06-26,63.40237808227539
2002-06-27,64.51183319091797
2002-06-28,64.20687866210938
2002-07-01,62.95469665527344
2002-07-02,61.61811447143555
2002-07-03,61.96849822998047
2002-07-05,64.43399810791016
2002-07-08,63.629417419433594
2002-07-09,62.02688980102539
2002-07-10,59.76898956298828
2002-07-11,60.2556037902832
2002-07-12,59.59380340576172
2002-07-15,59.91172790527344
2002-07-16,58.7568473815918
2002-07-17,58.8736457824707
2002-07-18,56.96611404418945
2002-07-19,54.961238861083984
2002-07-22,53.33272171020508
2002-07-23,51.872894287109375
2002-07-24,54.967750549316406
2002-07-25,54.50056076049805
2002-07-26,55.538726806640625
2002-07-29,58.2442626953125
2002-07-30,59.003414154052734
2002-07-31,59.14613723754883
2002-08-01,57.601951599121094
2002-08-02,56.31081771850586
2002-08-05,54.35137939453125
2002-08-06,56.18105697631836
2002-08-07,57.160743713378906
2002-08-08,59.00988006591797
2002-08-09,59.230464935302734
2002-08-12,58.795799255371094
2002-08-13,57.72522735595703
2002-08-14,59.833892822265625
2002-08-15,60.66437530517578
2002-08-16,60.48271942138672
2002-08-19,61.89707565307617
2002-08-20,61.241798400878906
2002-08-21,62.12422180175781
2002-08-22,62.727603912353516
2002-08-23,61.37804412841797
2002-08-26,61.8062744140625
2002-08-27,61.092559814453125
2002-08-28,59.756004333496094
2002-08-29,59.781978607177734
2002-08-30,59.54837417602539
2002-09-03,57.27751922607422
2002-09-04,58.095054626464844
2002-09-05,57.601951599121094
2002-09-06,58.39350891113281
2002-09-09,58.82171630859375
2002-09-10,59.49650955200195
2002-09-11,59.12665939331055
2002-09-12,58.03665542602539
2002-09-13,58.179412841796875
2002-09-16,58.3221435546875
2002-09-17,56.985572814941406
2002-09-18,56.41462326049805
2002-09-19,54.95478820800781
2002-09-20,54.97304916381836
2002-09-23,54.52333068847656
2002-09-24,53.64351272583008
2002-09-25,54.97304916381836
2002-09-26,55.872413635253906
2002-09-27,53.93029022216797
2002-09-30,53.304622650146484
2002-10-01,55.86588668823242
2002-10-02,54.19094467163086
2002-10-03,53.64351272583008
2002-10-04,52.659393310546875
2002-10-07,51.571006774902344
2002-10-08,52.3791618347168
2002-10-09,50.899749755859375
2002-10-10,52.5485954284668
2002-10-11,54.849205017089844
2002-10-14,55.15550231933594
2002-10-15,57.80802536010742
2002-10-16,56.40684127807617
2002-10-17,57.52775955200195
2002-10-18,57.76894760131836
2002-10-21,58.76605224609375
2002-10-22,58.34244155883789
2002-10-23,58.78563690185547
2002-10-24,57.586456298828125
2002-10-25,58.78563690185547
2002-10-28,58.401119232177734
2002-10-29,57.72332763671875
2002-10-30,58.283782958984375
2002-10-31,57.69074249267578
2002-11-01,58.83123779296875
2002-11-04,59.391700744628906
2002-11-05,59.86097717285156
2002-11-06,60.636539459228516
2002-11-07,59.150611877441406
2002-11-08,58.42717361450195
2002-11-11,57.52128982543945
2002-11-12,57.97745895385742
2002-11-13,58.03614807128906
2002-11-14,59.13102722167969
2002-11-15,59.56769561767578
2002-11-18,58.96814727783203
2002-11-19,58.889892578125
2002-11-20,60.19989776611328
2002-11-21,61.32083511352539
2002-11-22,60.884193420410156
2002-11-25,60.92329788208008
2002-11-26,59.76321792602539
2002-11-27,61.44465637207031
2002-11-29,61.249122619628906
2002-12-02,61.346866607666016
2002-12-03,60.525718688964844
2002-12-04,60.252010345458984
2002-12-05,59.58723449707031
2002-12-06,59.9782600402832
2002-12-09,58.32937240600586
2002-12-10,59.11146545410156
2002-12-11,59.16362380981445
2002-12-12,59.157127380371094
2002-12-13,58.22517013549805
2002-12-16,59.73060989379883
2002-12-17,59.2092399597168
2002-12-18,58.52492141723633
2002-12-19,58.10781478881836
2002-12-20,58.936981201171875
2002-12-23,58.95660400390625
2002-12-24,58.51780319213867
2002-12-26,58.54399108886719
2002-12-27,57.22761535644531
2002-12-30,57.7056999206543
2002-12-31,57.784297943115234
2003-01-02,59.644290924072266
2003-01-03,59.82765579223633
2003-01-06,60.882076263427734
2003-01-07,60.73146438598633
2003-01-08,59.853858947753906
2003-01-09,60.78387451171875
2003-01-10,60.947608947753906
2003-01-13,60.92792892456055
2003-01-14,61.12443923950195
2003-01-15,60.51531982421875
2003-01-16,60.26647186279297
2003-01-17,59.375762939453125
2003-01-21,58.45233154296875
2003-01-22,57.744991302490234
2003-01-23,58.09865951538086
2003-01-24,56.57265853881836
2003-01-27,55.79985046386719
2003-01-28,56.21245574951172
2003-01-29,56.63817596435547
2003-01-30,55.295562744140625
2003-01-31,56.36308670043945
2003-02-03,56.47444534301758
2003-02-04,55.91775131225586
2003-02-05,55.57063293457031
2003-02-06,55.30865478515625
2003-02-07,54.63407516479492
2003-02-10,55.020511627197266
2003-02-11,54.6406364440918
2003-02-12,53.76960372924805
2003-02-13,53.933326721191406
2003-02-14,55.11216735839844
2003-02-18,56.081485748291016
2003-02-19,55.78675079345703
2003-02-20,55.23005294799805
2003-02-21,55.78675079345703
2003-02-24,54.882965087890625
2003-02-25,55.32175827026367
2003-02-26,54.51620864868164
2003-02-27,55.23659896850586
2003-02-28,55.6033935546875
2003-03-03,55.07289123535156
2003-03-04,54.19530487060547
2003-03-05,54.653751373291016
2003-03-06,54.19530487060547
2003-03-07,54.56861877441406
2003-03-10,53.258750915527344
2003-03-11,52.734771728515625
2003-03-12,53.088462829589844
2003-03-13,54.92227554321289
2003-03-14,55.09909439086914
2003-03-17,56.834625244140625
2003-03-18,57.168643951416016
2003-03-19,57.60744094848633
2003-03-20,57.73190689086914
2003-03-21,58.96418762207031
2003-03-24,57.00463104248047
2003-03-25,57.550384521484375
2003-03-26,57.2610969543457
2003-03-27,57.307106018066406
2003-03-28,57.017784118652344
2003-03-31,55.72235870361328
2003-04-01,56.57719802856445
2003-04-02,57.944969177246094
2003-04-03,57.66877746582031
2003-04-04,58.01072311401367
2003-04-07,57.89890670776367
2003-04-08,57.9909782409668
2003-04-09,57.228179931640625
2003-04-10,57.54383087158203
2003-04-11,57.307106018066406
2003-04-14,58.49073791503906
2003-04-15,59.0365104675293
2003-04-16,58.030433654785156
2003-04-17,58.891849517822266
2003-04-21,58.95103454589844
2003-04-22,60.06231689453125
2003-04-23,60.61467742919922
2003-04-24,60.07548141479492
2003-04-25,59.33243179321289
2003-04-28,60.35824203491211
2003-04-29,60.56865692138672
2003-04-30,60.43714141845703
2003-05-01,60.4305534362793
2003-05-02,61.2919921875
2003-05-05,61.17361831665039
2003-05-06,61.75228500366211
2003-05-07,61.41034698486328
2003-05-08,60.79221725463867
2003-05-09,61.6338996887207
2003-05-12,62.39012908935547
2003-05-13,62.278324127197266
2003-05-14,62.146793365478516
2003-05-15,62.541351318359375
2003-05-16,62.3835334777832
2003-05-19,60.92374038696289
2003-05-20,60.79882049560547
2003-05-21,60.92374038696289
2003-05-22,61.5286979675293
2003-05-23,61.65362548828125
2003-05-27,62.732032775878906
2003-05-28,62.90961837768555
2003-05-29,62.74518966674805
2003-05-30,63.751285552978516
2003-06-02,64.01432037353516
2003-06-03,64.2773208618164
2003-06-04,65.20450592041016
2003-06-05,65.52669525146484
2003-06-06,65.270263671875
2003-06-09,64.60612487792969
2003-06-10,65.26371765136719
2003-06-11,65.95413970947266
2003-06-12,66.15797424316406
2003-06-13,65.46753692626953
2003-06-16,66.8484115600586
2003-06-17,66.8484115600586
2003-06-18,66.78924560546875
2003-06-19,65.77005004882812
2003-06-20,65.62481689453125
2003-06-23,64.9516830444336
2003-06-24,65.01769256591797
2003-06-25,64.36434936523438
2003-06-26,65.20243072509766
2003-06-27,64.45010375976562
2003-06-30,64.43034362792969
2003-07-01,65.02426147460938
2003-07-02,65.84256744384766
2003-07-03,65.1628646850586
2003-07-07,66.45636749267578
2003-07-08,66.75332641601562
2003-07-09,66.37715911865234
2003-07-10,65.53245544433594
2003-07-11,66.15278625488281
2003-07-14,66.4761734008789
2003-07-15,66.33096313476562
2003-07-16,65.94163513183594
2003-07-17,65.00450134277344
2003-07-18,65.67107391357422
2003-07-21,64.85932159423828
2003-07-22,65.44664764404297
2003-07-23,65.49285888671875
2003-07-24,64.99789428710938
2003-07-25,66.14620971679688
2003-07-28,65.90198516845703
2003-07-29,65.59844970703125
2003-07-30,65.44004821777344
2003-07-31,65.5918197631836
2003-08-01,65.01110076904297
2003-08-04,65.01110076904297
2003-08-05,63.631797790527344
2003-08-06,64.00139617919922
2003-08-07,64.67449188232422
2003-08-08,64.85932159423828
2003-08-11,65.10344696044922
2003-08-12,65.69742584228516
2003-08-13,65.36083984375
2003-08-14,65.53899383544922
2003-08-15,65.7436294555664
2003-08-18,66.31116485595703
2003-08-19,66.56192779541016
2003-08-20,66.29134368896484
2003-08-21,66.5025405883789
2003-08-22,65.84256744384766
2003-08-25,65.94818878173828
2003-08-26,66.0669937133789
2003-08-27,66.08678436279297
2003-08-28,66.4959487915039
2003-08-29,66.9446792602539
2003-09-02,67.84223937988281
2003-09-03,68.21179962158203
2003-09-04,68.24478912353516
2003-09-05,67.86206817626953
2003-09-08,68.42296600341797
2003-09-09,67.9742431640625
2003-09-10,67.28787994384766
2003-09-11,67.48585510253906
2003-09-12,67.61124420166016
2003-09-15,67.37367248535156
2003-09-16,68.35700225830078
2003-09-17,68.2249984741211
2003-09-18,69.03011322021484
2003-09-19,68.67903137207031
2003-09-22,67.93705749511719
