Date,AAPL,FE,WMT
2000-01-03,0.8384961485862732,6.8556365966796875,14.210659980773926
2000-01-04,0.7678022980690002,6.8556365966796875,13.678921699523926
2000-01-05,0.7790378332138062,7.108110427856445,13.399760246276855
2000-01-06,0.711621105670929,7.127529144287109,13.545981407165527
2000-01-07,0.7453299760818481,7.166371822357178,14.569581985473633
2000-01-10,0.7322210073471069,7.185792446136475,14.303709030151367
2000-01-11,0.6947672367095947,7.26347541809082,14.091011047363281
2000-01-12,0.6531002521514893,7.282898902893066,13.838430404663086
2000-01-13,0.7247300744056702,7.26347541809082,13.851731300354004
2000-01-14,0.7523521184921265,7.224633693695068,13.718803405761719
2000-01-18,0.7785695195198059,7.108110427856445,13.94478702545166
2000-01-19,0.7982332706451416,7.08868932723999,13.62574577331543
2000-01-20,0.8502005338668823,7.069265365600586,13.47952651977539
2000-01-21,0.8338145613670349,7.146948337554932,13.280113220214844
2000-01-24,0.7958927154541016,7.185792446136475,12.628738403320312
2000-01-25,0.8408368229866028,7.08868932723999,13.000947952270508
2000-01-26,0.8253872394561768,7.185792446136475,13.173772811889648
2000-01-27,0.8239827752113342,7.185792446136475,12.575565338134766
2000-01-28,0.7612473964691162,7.049844264984131,11.724787712097168
2000-01-31,0.7771651744842529,7.069265365600586,11.645024299621582
2000-02-01,0.7509475350379944,7.127529144287109,12.482513427734375
2000-02-02,0.740179717540741,7.108110427856445,12.416047096252441
2000-02-03,0.773888349533081,7.226576328277588,12.416047096252441
2000-02-04,0.8090013861656189,7.048873424530029,11.977361679077148
2000-02-07,0.8544137477874756,6.95014762878418,11.857721328735352
2000-02-08,0.8605002164840698,6.989640235900879,12.655325889587402
2000-02-09,0.8436455726623535,7.048873424530029,12.296404838562012
2000-02-10,0.8502005338668823,6.95014762878418,12.123592376708984
2000-02-11,0.8146190047264099,6.851426601409912,11.924190521240234
2000-02-14,0.8675223588943481,6.831681251525879,12.52239990234375
2000-02-15,0.8913993835449219,6.831681251525879,12.336288452148438
2000-02-16,0.854881763458252,6.831681251525879,11.219634056091309
2000-02-17,0.8605002164840698,6.63423490524292,10.289098739624023
2000-02-18,0.8333466053009033,6.456530570983887,10.156167984008789
2000-02-22,0.8525412082672119,6.338063716888428,10.235929489135742
